"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","time","subject","rt","response","test_part","stimulus","slider_start","value","view_history"
"true","false","[]","[]","[]","preload","0","12773","0.0-0.0","2024-09-17T13:16:08.460Z","1_david1","","","","","","",""
"","","","","","survey","1","15598","0.0-1.0","2024-09-17T13:16:08.460Z","1_david1","2769","{""testrun"":""Experiment""}","testrun","","","",""
"","","","","","survey-text","2","25126","0.0-2.0","2024-09-17T13:16:08.460Z","1_david1","9475","{""subject_id"":""1_david1""}","welcome","","","",""
"","","","","","html-slider-response","3","28128","0.0-3.0","2024-09-17T13:16:08.460Z","1_david1","2972","50","successBelief","<p>Innan vi börjar skulle vi vilja fråga dig om din inställning till experimentet.</p>
            <p style=""font-weight: bold;"">Hur sannolikt tror du att det är att du personligen kommer att lyckas med ditt prekognitiva test idag?</p>","50","",""
"","","","","","html-slider-response","4","30978","0.0-4.0","2024-09-17T13:16:08.460Z","1_david1","2849","49","comfortable","<p style=""font-weight: bold;"">Känner du dig bekväm med Ganzfeld-miljön?</p>","50","",""
"","","","","","html-button-response","5","33927","0.0-5.0","2024-09-17T13:16:08.460Z","1_david1","2946","0","restIntro","<p>Härnäst vill vi att du vilar i en lutande fåtölj i 3 minuter. Tryck på ""Nästa"" när du är redo, sätt dig bekvämt tillrätta i fåtöljen och vila tills du hör ett pip som signalerar slutet på treminutersintervallet. Därefter kan du återgå till det här programmet för att fortsätta.</p>","","",""
"","","","","","html-keyboard-response","6","216480","0.0-6.0","2024-09-17T13:16:08.460Z","1_david1","null","null","rest","","","",""
"","","","","","call-function","7","216482","0.0-7.0-0.0","2024-09-17T13:16:08.460Z","1_david1","","","","","","",""
"","","","","","survey","8","238641","0.0-7.0-1.0","2024-09-17T13:16:08.460Z","1_david1","22080","{""PCIRest1"":6,""PCIRest2"":6,""PCIRest3"":6,""PCIRest4"":6,""PCIRest5"":6,""PCIRest6"":6,""PCIRest7"":6,""PCIRest8"":6,""PCIRest9"":6,""PCIRest10"":6,""PCIRest11"":6,""PCIRest12"":6,""PCIRest13"":6,""PCIIntro"":null}","PCIRest","","","",""
"","","","","","call-function","9","238643","0.0-7.0-2.0","2024-09-17T13:16:08.460Z","1_david1","","","","","","",""
"","","","","","instructions","10","257044","0.0-8.0","2024-09-17T13:16:08.460Z","1_david1","18399","","instructions1","","","","[{""page_index"":0,""viewing_time"":18398}]"
"","","","","","html-button-response","11","267480","0.0-9.0","2024-09-17T13:16:08.460Z","1_david1","10433","0","GanzfeldIntro","<p>Säg åt försöksledaren att hjälpa dig med Ganzfeld-utrustningen. Försöksledaren kommer att klicka på Nästa när du är redo att börja.</p>
            <p>Ljudnivån för Ganzfeld kan justeras medan du spelar upp ljud-exemplet nedan.</p>
            <audio controls>
                <source src=""../audio/pinknoise_7min_128.mp3"" type=""audio/mpeg"">
                Your browser does not support the audio element.
            </audio>","","",""
"","","","","","audio-keyboard-response","12","2457607","0.0-10.0","2024-09-17T13:16:08.460Z","1_david1","null","null","GanzfeldPlay","../audio/English_Ganzfeld_Induction_v4.mp3","","",""
"","","","","","call-function","13","2457608","0.0-11.0-0.0","2024-09-17T13:16:08.460Z","1_david1","","","","","","",""
"","","","","","survey","14","7125419","0.0-11.0-1.0","2024-09-17T13:16:08.460Z","1_david1","4667761","{""PCIGanz1"":6,""PCIGanz2"":6,""PCIGanz3"":6,""PCIGanz4"":6,""PCIGanz5"":6,""PCIGanz6"":6,""PCIGanz7"":6,""PCIGanz8"":6,""PCIGanz9"":6,""PCIGanz10"":6,""PCIGanz11"":6,""PCIGanz12"":6,""PCIGanz13"":6,""PCIIntro"":null}","PCIGanzfeld","","","",""
"","","","","","call-function","15","7125420","0.0-11.0-2.0","2024-09-17T13:16:08.460Z","1_david1","","","","","","",""
"","","","","","survey","16","7145157","0.0-12.0","2024-09-17T13:16:08.460Z","1_david1","19716","{""DSSQ"":{""DSSQ01"":5,""DSSQ02"":5,""DSSQ03"":5,""DSSQ04"":5,""DSSQ05"":5,""DSSQ06"":5,""DSSQ07"":5,""DSSQ08"":5},""DSSQIntro"":null}","DSSQ","","","",""
"","","","","","html-slider-response","17","7148215","0.0-13.0","2024-09-17T13:16:08.460Z","1_david1","3055","50","time1","<p><i>Vänligen besvara följande två frågor om dina upplevelser under de 30 minuterna av Ganzfeld.</i></p>
            <p>1. Hur ofta tänkte du på tiden <b>under uppgiften</b>?</p>","50","",""
"","","","","","html-slider-response","18","7150065","0.0-14.0","2024-09-17T13:16:08.460Z","1_david1","1849","50","time2","<p><i>Vänligen besvara följande två frågor om dina upplevelser under de 30 minuterna av Ganzfeld.</i></p>
            <p>2. Hur snabbt gick tiden för dig <b>under uppgiften</b>?</p>","50","",""
